Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Year,Month,Day of Week,Closure Time (Days)
102381,2027-07-03 15:03:00,2027-07-02 00:03:00,00:03:00,Bhopal,138,IDENTITY THEFT,65,M,Other,Other Crime,10,No,,2027,7,Friday,0
102382,2027-09-26 00:50:00,2027-09-23 11:50:00,11:50:00,Surat,214,SHOPLIFTING,69,F,Blunt Object,Violent Crime,2,Yes,2027-11-19 00:50:00,2027,9,Thursday,56
102383,2027-10-09 00:37:00,2027-10-07 04:37:00,04:37:00,Pune,596,PUBLIC INTOXICATION,17,M,Knife,Fire Accident,27,Yes,2027-12-23 00:37:00,2027,10,Thursday,76
102384,2027-05-03 17:07:00,2027-05-01 12:07:00,12:07:00,Srinagar,144,FRAUD,32,F,Firearm,Traffic Fatality,27,No,,2027,5,Saturday,0
102385,2027-05-06 18:47:00,2027-05-05 23:47:00,23:47:00,Faridabad,179,COUNTERFEITING,20,F,Knife,Other Crime,10,Yes,2027-07-26 18:47:00,2027,5,Wednesday,81
102386,2027-08-18 03:52:00,2027-08-18 03:52:00,03:52:00,Hyderabad,416,FIREARM OFFENSE,59,M,Knife,Traffic Fatality,18,Yes,2027-11-12 03:52:00,2027,8,Wednesday,86
102387,2027-10-19 06:04:00,2027-10-18 02:04:00,02:04:00,Thane,353,FIREARM OFFENSE,53,M,Poison,Fire Accident,26,Yes,2027-12-16 06:04:00,2027,10,Monday,59
102388,2027-12-23 17:24:00,2027-12-23 12:24:00,12:24:00,Agra,192,ILLEGAL POSSESSION,53,F,Explosives,Other Crime,27,Yes,2028-01-21 17:24:00,2027,12,Thursday,29
102389,2027-04-13 22:48:00,2027-04-10 22:48:00,22:48:00,Visakhapatnam,102,DOMESTIC VIOLENCE,42,F,Explosives,Other Crime,16,Yes,2027-04-19 22:48:00,2027,4,Saturday,9
102390,2027-04-02 07:50:00,2027-04-01 21:50:00,21:50:00,Kolkata,283,ILLEGAL POSSESSION,12,M,Other,Other Crime,11,No,,2027,4,Thursday,0
102391,2027-10-29 15:56:00,2027-10-27 14:56:00,14:56:00,Varanasi,208,COUNTERFEITING,41,F,Knife,Other Crime,28,No,,2027,10,Wednesday,0
102392,2027-06-12 01:46:00,2027-06-09 01:46:00,01:46:00,Varanasi,168,PUBLIC INTOXICATION,53,F,Poison,Traffic Fatality,10,No,,2027,6,Wednesday,0
102393,2027-01-06 15:54:00,2027-01-04 12:54:00,12:54:00,Srinagar,485,ILLEGAL POSSESSION,68,F,Unknown,Fire Accident,15,No,,2027,1,Monday,0
102394,2027-05-21 02:32:00,2027-05-19 23:32:00,23:32:00,Jaipur,537,PUBLIC INTOXICATION,71,M,Explosives,Fire Accident,3,Yes,2027-06-21 02:32:00,2027,5,Wednesday,32
102395,2027-01-19 04:30:00,2027-01-18 06:30:00,06:30:00,Vasai,136,SHOPLIFTING,22,M,Poison,Traffic Fatality,26,No,,2027,1,Monday,0
102396,2027-07-12 03:51:00,2027-07-10 06:51:00,06:51:00,Vasai,387,ROBBERY,74,F,Explosives,Other Crime,23,No,,2027,7,Saturday,0
102397,2027-10-23 04:13:00,2027-10-20 11:13:00,11:13:00,Nashik,164,TRAFFIC VIOLATION,55,F,Explosives,Fire Accident,27,Yes,2027-12-20 04:13:00,2027,10,Wednesday,60
102398,2027-07-02 09:49:00,2027-07-01 08:49:00,08:49:00,Bangalore,147,FIREARM OFFENSE,72,F,Unknown,Fire Accident,20,No,,2027,7,Thursday,0
102399,2027-04-29 20:42:00,2027-04-27 01:42:00,01:42:00,Pune,393,VANDALISM,19,F,Firearm,Other Crime,7,No,,2027,4,Tuesday,0
102400,2027-08-05 17:21:00,2027-08-02 22:21:00,22:21:00,Pune,381,BURGLARY,62,M,Unknown,Traffic Fatality,8,No,,2027,8,Monday,0
102401,2027-09-19 17:34:00,2027-09-17 06:34:00,06:34:00,Meerut,391,HOMICIDE,67,M,Poison,Violent Crime,25,No,,2027,9,Friday,0
102402,2027-06-23 19:19:00,2027-06-23 09:19:00,09:19:00,Ludhiana,577,VEHICLE - STOLEN,31,F,Unknown,Violent Crime,25,Yes,2027-08-27 19:19:00,2027,6,Wednesday,65
102403,2027-12-06 23:23:00,2027-12-04 21:23:00,21:23:00,Ludhiana,531,VANDALISM,50,F,Firearm,Traffic Fatality,28,No,,2027,12,Saturday,0
102404,2027-06-25 08:31:00,2027-06-22 10:31:00,10:31:00,Delhi,462,ILLEGAL POSSESSION,78,F,Unknown,Fire Accident,24,Yes,2027-07-23 08:31:00,2027,6,Tuesday,30
102405,2027-02-25 20:59:00,2027-02-22 22:59:00,22:59:00,Agra,446,EXTORTION,71,M,Knife,Traffic Fatality,11,Yes,2027-04-03 20:59:00,2027,2,Monday,39
102406,2027-05-14 05:53:00,2027-05-12 04:53:00,04:53:00,Pune,344,SHOPLIFTING,19,M,Poison,Other Crime,14,Yes,2027-07-12 05:53:00,2027,5,Wednesday,61
102407,2027-08-08 22:00:00,2027-08-07 13:00:00,13:00:00,Patna,345,VEHICLE - STOLEN,34,M,Firearm,Other Crime,5,No,,2027,8,Saturday,0
102408,2027-05-08 06:20:00,2027-05-07 17:20:00,17:20:00,Ahmedabad,331,FRAUD,78,F,Blunt Object,Fire Accident,24,Yes,2027-07-26 06:20:00,2027,5,Friday,79
102409,2027-05-05 02:45:00,2027-05-02 19:45:00,19:45:00,Indore,527,FRAUD,79,F,Explosives,Traffic Fatality,11,Yes,2027-05-25 02:45:00,2027,5,Sunday,22
102410,2027-10-02 00:34:00,2027-09-30 15:34:00,15:34:00,Faridabad,431,COUNTERFEITING,48,F,Other,Other Crime,16,Yes,2027-12-08 00:34:00,2027,9,Thursday,68
102411,2027-09-28 20:31:00,2027-09-28 12:31:00,12:31:00,Lucknow,244,HOMICIDE,27,F,Poison,Other Crime,26,Yes,2027-11-28 20:31:00,2027,9,Tuesday,61
102412,2027-09-25 07:18:00,2027-09-24 17:18:00,17:18:00,Bhopal,318,ARSON,78,F,Poison,Violent Crime,10,Yes,2027-10-07 07:18:00,2027,9,Friday,12
102413,2027-04-21 10:48:00,2027-04-20 01:48:00,01:48:00,Varanasi,315,VEHICLE - STOLEN,31,F,Blunt Object,Other Crime,23,Yes,2027-06-28 10:48:00,2027,4,Tuesday,69
102414,2027-12-22 08:18:00,2027-12-21 02:18:00,02:18:00,Jaipur,488,SEXUAL ASSAULT,39,F,Explosives,Fire Accident,4,Yes,2028-03-17 08:18:00,2027,12,Tuesday,87
102415,2027-04-05 18:12:00,2027-04-03 21:12:00,21:12:00,Nagpur,357,ROBBERY,15,M,Unknown,Violent Crime,10,No,,2027,4,Saturday,0
102416,2027-10-25 20:22:00,2027-10-23 01:22:00,01:22:00,Visakhapatnam,340,CYBERCRIME,34,M,Other,Traffic Fatality,22,No,,2027,10,Saturday,0
102417,2027-10-22 13:24:00,2027-10-22 00:24:00,00:24:00,Ludhiana,475,IDENTITY THEFT,63,F,Explosives,Traffic Fatality,11,Yes,2027-12-23 13:24:00,2027,10,Friday,62
102418,2027-12-20 17:45:00,2027-12-19 07:45:00,07:45:00,Nagpur,467,COUNTERFEITING,45,F,Poison,Other Crime,10,No,,2027,12,Sunday,0
102419,2027-02-02 02:02:00,2027-01-31 06:02:00,06:02:00,Ludhiana,373,SEXUAL ASSAULT,78,F,Blunt Object,Violent Crime,15,Yes,2027-04-09 02:02:00,2027,1,Sunday,67
102420,2027-10-10 01:06:00,2027-10-08 03:06:00,03:06:00,Jaipur,386,FRAUD,52,M,Other,Other Crime,21,No,,2027,10,Friday,0
102421,2027-04-22 10:53:00,2027-04-21 15:53:00,15:53:00,Patna,538,HOMICIDE,45,M,Explosives,Traffic Fatality,3,Yes,2027-07-08 10:53:00,2027,4,Wednesday,77
102422,2027-02-07 06:28:00,2027-02-06 00:28:00,00:28:00,Delhi,205,IDENTITY THEFT,58,F,Explosives,Violent Crime,13,No,,2027,2,Saturday,0
102423,2027-04-09 06:40:00,2027-04-07 12:40:00,12:40:00,Vasai,508,HOMICIDE,72,F,Blunt Object,Violent Crime,11,No,,2027,4,Wednesday,0
102424,2027-11-10 09:01:00,2027-11-08 00:01:00,00:01:00,Jaipur,453,IDENTITY THEFT,49,F,Knife,Violent Crime,9,Yes,2028-02-03 09:01:00,2027,11,Monday,87
102425,2027-06-16 05:39:00,2027-06-13 19:39:00,19:39:00,Kolkata,495,IDENTITY THEFT,37,M,Poison,Violent Crime,15,Yes,2027-07-01 05:39:00,2027,6,Sunday,17
102426,2027-08-21 18:37:00,2027-08-21 00:37:00,00:37:00,Nagpur,218,CYBERCRIME,42,M,Firearm,Other Crime,11,No,,2027,8,Saturday,0
102427,2027-10-18 10:15:00,2027-10-16 01:15:00,01:15:00,Faridabad,510,DRUG OFFENSE,53,F,Blunt Object,Fire Accident,14,No,,2027,10,Saturday,0
102428,2027-05-06 10:49:00,2027-05-03 13:49:00,13:49:00,Thane,360,ILLEGAL POSSESSION,36,M,Poison,Traffic Fatality,18,No,,2027,5,Monday,0
102429,2027-08-15 01:18:00,2027-08-12 08:18:00,08:18:00,Lucknow,420,IDENTITY THEFT,63,F,Unknown,Other Crime,2,Yes,2027-09-27 01:18:00,2027,8,Thursday,45
102430,2027-02-24 12:37:00,2027-02-23 12:37:00,12:37:00,Delhi,491,DRUG OFFENSE,15,F,Firearm,Violent Crime,30,No,,2027,2,Tuesday,0
102431,2027-10-10 19:33:00,2027-10-08 06:33:00,06:33:00,Kanpur,190,SEXUAL ASSAULT,15,F,Unknown,Fire Accident,29,Yes,2027-11-03 19:33:00,2027,10,Friday,26
102432,2027-09-26 09:42:00,2027-09-25 19:42:00,19:42:00,Bangalore,591,ROBBERY,52,M,Knife,Other Crime,4,No,,2027,9,Saturday,0
102433,2027-10-06 17:52:00,2027-10-06 14:52:00,14:52:00,Lucknow,414,KIDNAPPING,76,F,Other,Fire Accident,15,No,,2027,10,Wednesday,0
102434,2027-07-19 00:35:00,2027-07-18 02:35:00,02:35:00,Jaipur,448,DRUG OFFENSE,29,M,Blunt Object,Other Crime,20,Yes,2027-09-16 00:35:00,2027,7,Sunday,59
102435,2027-01-03 19:24:00,2027-01-02 18:24:00,18:24:00,Faridabad,294,BURGLARY,74,F,Blunt Object,Violent Crime,1,Yes,2027-03-29 19:24:00,2027,1,Saturday,86
102436,2027-02-07 00:42:00,2027-02-06 12:42:00,12:42:00,Visakhapatnam,208,COUNTERFEITING,62,M,Knife,Violent Crime,24,Yes,2027-04-10 00:42:00,2027,2,Saturday,62
102437,2027-04-03 18:13:00,2027-04-03 09:13:00,09:13:00,Bangalore,582,SEXUAL ASSAULT,78,F,Unknown,Other Crime,3,No,,2027,4,Saturday,0
102438,2027-05-13 22:06:00,2027-05-12 05:06:00,05:06:00,Ghaziabad,328,DOMESTIC VIOLENCE,63,M,Firearm,Other Crime,10,Yes,2027-07-04 22:06:00,2027,5,Wednesday,53
102439,2027-11-24 19:11:00,2027-11-23 05:11:00,05:11:00,Surat,191,SHOPLIFTING,16,F,Knife,Traffic Fatality,18,Yes,2027-12-06 19:11:00,2027,11,Tuesday,13
102440,2027-11-14 03:56:00,2027-11-13 12:56:00,12:56:00,Ludhiana,179,VEHICLE - STOLEN,72,M,Unknown,Fire Accident,26,Yes,2027-11-19 03:56:00,2027,11,Saturday,5
102441,2027-09-06 20:18:00,2027-09-05 02:18:00,02:18:00,Varanasi,598,BURGLARY,26,F,Poison,Fire Accident,13,Yes,2027-11-18 20:18:00,2027,9,Sunday,74
102442,2027-02-26 23:17:00,2027-02-26 18:17:00,18:17:00,Agra,325,PUBLIC INTOXICATION,20,F,Other,Fire Accident,12,Yes,2027-03-06 23:17:00,2027,2,Friday,8
102443,2027-02-21 09:06:00,2027-02-20 05:06:00,05:06:00,Varanasi,202,SEXUAL ASSAULT,40,F,Other,Fire Accident,2,No,,2027,2,Saturday,0
102444,2027-07-18 21:29:00,2027-07-18 20:29:00,20:29:00,Kanpur,226,EXTORTION,73,F,Knife,Other Crime,3,No,,2027,7,Sunday,0
102445,2027-11-05 17:32:00,2027-11-03 13:32:00,13:32:00,Jaipur,567,HOMICIDE,60,M,Explosives,Fire Accident,29,No,,2027,11,Wednesday,0
102446,2027-11-08 03:02:00,2027-11-08 00:02:00,00:02:00,Chennai,118,BURGLARY,45,M,Firearm,Fire Accident,4,Yes,2027-12-28 03:02:00,2027,11,Monday,50
102447,2027-02-20 22:03:00,2027-02-20 05:03:00,05:03:00,Hyderabad,550,FIREARM OFFENSE,25,F,Knife,Traffic Fatality,26,No,,2027,2,Saturday,0
102448,2027-01-07 16:27:00,2027-01-05 18:27:00,18:27:00,Nashik,195,FIREARM OFFENSE,28,F,Knife,Violent Crime,19,No,,2027,1,Tuesday,0
102449,2027-01-23 21:22:00,2027-01-23 04:22:00,04:22:00,Bangalore,430,DRUG OFFENSE,45,M,Other,Fire Accident,26,Yes,2027-02-26 21:22:00,2027,1,Saturday,34
102450,2027-02-02 11:12:00,2027-01-30 17:12:00,17:12:00,Bhopal,518,ROBBERY,52,M,Blunt Object,Violent Crime,29,Yes,2027-03-21 11:12:00,2027,1,Saturday,49
102451,2027-11-04 04:21:00,2027-11-01 15:21:00,15:21:00,Srinagar,236,SEXUAL ASSAULT,34,M,Knife,Fire Accident,21,No,,2027,11,Monday,0
102452,2027-12-20 15:09:00,2027-12-19 16:09:00,16:09:00,Kanpur,155,ARSON,35,M,Knife,Other Crime,24,Yes,2028-01-17 15:09:00,2027,12,Sunday,28
102453,2027-12-14 12:10:00,2027-12-14 11:10:00,11:10:00,Chennai,174,ASSAULT,64,M,Explosives,Violent Crime,10,Yes,2028-03-09 12:10:00,2027,12,Tuesday,86
102454,2027-01-28 04:54:00,2027-01-25 04:54:00,04:54:00,Faridabad,173,ILLEGAL POSSESSION,76,M,Firearm,Violent Crime,2,Yes,2027-02-19 04:54:00,2027,1,Monday,25
102455,2027-07-22 11:45:00,2027-07-21 00:45:00,00:45:00,Pune,124,ARSON,17,F,Firearm,Other Crime,10,Yes,2027-08-20 11:45:00,2027,7,Wednesday,30
102456,2027-04-03 23:51:00,2027-04-02 12:51:00,12:51:00,Bangalore,531,EXTORTION,66,M,Other,Other Crime,30,No,,2027,4,Friday,0
102457,2027-12-19 02:18:00,2027-12-18 16:18:00,16:18:00,Nagpur,457,BURGLARY,67,F,Firearm,Violent Crime,20,Yes,2028-02-27 02:18:00,2027,12,Saturday,70
102458,2027-12-23 05:27:00,2027-12-20 10:27:00,10:27:00,Indore,555,VEHICLE - STOLEN,49,M,Blunt Object,Violent Crime,5,Yes,2028-03-02 05:27:00,2027,12,Monday,72
102459,2027-05-19 12:09:00,2027-05-17 03:09:00,03:09:00,Varanasi,511,DOMESTIC VIOLENCE,77,F,Poison,Traffic Fatality,27,No,,2027,5,Monday,0
102460,2027-07-20 20:48:00,2027-07-20 02:48:00,02:48:00,Indore,473,DRUG OFFENSE,51,M,Poison,Violent Crime,26,No,,2027,7,Tuesday,0
102461,2027-04-25 19:58:00,2027-04-25 06:58:00,06:58:00,Faridabad,585,ROBBERY,56,M,Knife,Other Crime,28,Yes,2027-07-12 19:58:00,2027,4,Sunday,78
102462,2027-09-06 14:25:00,2027-09-05 14:25:00,14:25:00,Ghaziabad,534,SHOPLIFTING,59,F,Explosives,Other Crime,13,Yes,2027-09-23 14:25:00,2027,9,Sunday,18
102463,2027-10-16 00:15:00,2027-10-15 22:15:00,22:15:00,Surat,153,DOMESTIC VIOLENCE,51,M,Knife,Other Crime,29,No,,2027,10,Friday,0
102464,2027-10-08 23:50:00,2027-10-07 00:50:00,00:50:00,Varanasi,182,COUNTERFEITING,43,M,Blunt Object,Traffic Fatality,15,Yes,2027-10-20 23:50:00,2027,10,Thursday,13
102465,2027-03-21 07:17:00,2027-03-20 20:17:00,20:17:00,Ahmedabad,124,HOMICIDE,40,M,Poison,Other Crime,23,No,,2027,3,Saturday,0
102466,2027-12-14 01:02:00,2027-12-13 09:02:00,09:02:00,Mumbai,386,PUBLIC INTOXICATION,25,M,Other,Fire Accident,1,No,,2027,12,Monday,0
102467,2027-03-02 16:06:00,2027-03-01 12:06:00,12:06:00,Jaipur,596,KIDNAPPING,25,F,Blunt Object,Traffic Fatality,12,Yes,2027-03-04 16:06:00,2027,3,Monday,3
102468,2027-12-26 01:31:00,2027-12-26 00:31:00,00:31:00,Bangalore,525,FIREARM OFFENSE,35,M,Unknown,Fire Accident,13,Yes,2028-02-09 01:31:00,2027,12,Sunday,45
102469,2027-06-23 00:06:00,2027-06-20 07:06:00,07:06:00,Jaipur,485,ASSAULT,37,M,Firearm,Traffic Fatality,25,No,,2027,6,Sunday,0
102470,2027-01-15 11:41:00,2027-01-15 11:41:00,11:41:00,Pune,282,SHOPLIFTING,70,F,Blunt Object,Fire Accident,8,No,,2027,1,Friday,0
102471,2027-06-26 04:46:00,2027-06-24 09:46:00,09:46:00,Meerut,229,SHOPLIFTING,16,F,Blunt Object,Fire Accident,6,Yes,2027-08-19 04:46:00,2027,6,Thursday,55
102472,2027-07-04 10:47:00,2027-07-02 10:47:00,10:47:00,Kalyan,587,ROBBERY,80,F,Other,Fire Accident,30,Yes,2027-08-24 10:47:00,2027,7,Friday,53
102473,2027-08-05 15:51:00,2027-08-04 04:51:00,04:51:00,Mumbai,246,CYBERCRIME,40,M,Explosives,Traffic Fatality,7,No,,2027,8,Wednesday,0
102474,2027-09-11 11:26:00,2027-09-08 11:26:00,11:26:00,Nagpur,568,ARSON,28,F,Unknown,Violent Crime,24,No,,2027,9,Wednesday,0
102475,2027-03-19 14:10:00,2027-03-18 10:10:00,10:10:00,Vasai,218,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,12,Yes,2027-05-19 14:10:00,2027,3,Thursday,62
102476,2027-04-27 10:53:00,2027-04-24 12:53:00,12:53:00,Meerut,477,ILLEGAL POSSESSION,35,M,Knife,Violent Crime,10,No,,2027,4,Saturday,0
102477,2027-06-21 16:34:00,2027-06-19 17:34:00,17:34:00,Ahmedabad,333,EXTORTION,30,F,Blunt Object,Traffic Fatality,12,No,,2027,6,Saturday,0
102478,2027-03-30 07:13:00,2027-03-27 14:13:00,14:13:00,Nashik,221,COUNTERFEITING,71,F,Blunt Object,Other Crime,5,Yes,2027-04-17 07:13:00,2027,3,Saturday,20
102479,2027-06-05 00:57:00,2027-06-02 04:57:00,04:57:00,Nagpur,370,IDENTITY THEFT,79,F,Firearm,Fire Accident,2,No,,2027,6,Wednesday,0
102480,2027-03-27 11:43:00,2027-03-25 04:43:00,04:43:00,Agra,153,ILLEGAL POSSESSION,29,F,Unknown,Traffic Fatality,7,No,,2027,3,Thursday,0
102481,2027-05-29 11:39:00,2027-05-27 03:39:00,03:39:00,Thane,202,HOMICIDE,66,M,Other,Fire Accident,14,No,,2027,5,Thursday,0
102482,2027-09-11 02:53:00,2027-09-11 00:53:00,00:53:00,Patna,489,HOMICIDE,15,M,Poison,Other Crime,17,Yes,2027-10-03 02:53:00,2027,9,Saturday,22
102483,2027-08-18 08:15:00,2027-08-16 21:15:00,21:15:00,Kanpur,183,EXTORTION,33,M,Explosives,Violent Crime,16,No,,2027,8,Monday,0
102484,2027-04-28 11:56:00,2027-04-28 08:56:00,08:56:00,Agra,514,VANDALISM,11,M,Unknown,Other Crime,30,No,,2027,4,Wednesday,0
102485,2027-11-01 08:59:00,2027-10-29 08:59:00,08:59:00,Ahmedabad,363,HOMICIDE,48,F,Poison,Fire Accident,3,No,,2027,10,Friday,0
102486,2027-12-10 15:09:00,2027-12-08 20:09:00,20:09:00,Kolkata,335,VEHICLE - STOLEN,76,F,Explosives,Fire Accident,4,Yes,2028-02-14 15:09:00,2027,12,Wednesday,67
102487,2027-06-16 18:09:00,2027-06-15 19:09:00,19:09:00,Delhi,154,ASSAULT,37,M,Other,Fire Accident,24,No,,2027,6,Tuesday,0
102488,2027-12-15 20:08:00,2027-12-14 19:08:00,19:08:00,Faridabad,543,DOMESTIC VIOLENCE,47,M,Other,Traffic Fatality,28,No,,2027,12,Tuesday,0
102489,2027-09-13 17:30:00,2027-09-11 02:30:00,02:30:00,Agra,187,VEHICLE - STOLEN,26,M,Unknown,Other Crime,18,Yes,2027-11-19 17:30:00,2027,9,Saturday,69
102490,2027-06-30 02:02:00,2027-06-27 23:02:00,23:02:00,Kalyan,214,ILLEGAL POSSESSION,20,F,Blunt Object,Traffic Fatality,7,No,,2027,6,Sunday,0
102491,2027-01-08 03:39:00,2027-01-07 21:39:00,21:39:00,Ghaziabad,140,FIREARM OFFENSE,76,F,Firearm,Violent Crime,25,Yes,2027-02-08 03:39:00,2027,1,Thursday,31
102492,2027-10-22 15:15:00,2027-10-22 09:15:00,09:15:00,Mumbai,268,KIDNAPPING,39,F,Blunt Object,Other Crime,2,No,,2027,10,Friday,0
102493,2027-04-27 18:43:00,2027-04-25 21:43:00,21:43:00,Jaipur,169,CYBERCRIME,23,F,Other,Violent Crime,17,Yes,2027-05-09 18:43:00,2027,4,Sunday,13
102494,2027-12-07 16:59:00,2027-12-07 02:59:00,02:59:00,Thane,244,DOMESTIC VIOLENCE,80,F,Poison,Other Crime,23,No,,2027,12,Tuesday,0
102495,2027-11-01 03:01:00,2027-10-31 16:01:00,16:01:00,Kolkata,127,VEHICLE - STOLEN,49,F,Unknown,Violent Crime,20,Yes,2027-11-13 03:01:00,2027,10,Sunday,12
102496,2027-10-22 17:14:00,2027-10-22 12:14:00,12:14:00,Vasai,282,DRUG OFFENSE,70,F,Firearm,Other Crime,28,No,,2027,10,Friday,0
102497,2027-12-11 12:43:00,2027-12-09 12:43:00,12:43:00,Patna,274,DRUG OFFENSE,51,M,Blunt Object,Fire Accident,26,Yes,2028-01-25 12:43:00,2027,12,Thursday,47
102498,2027-01-05 14:16:00,2027-01-03 00:16:00,00:16:00,Srinagar,321,ROBBERY,73,F,Unknown,Violent Crime,25,Yes,2027-03-23 14:16:00,2027,1,Sunday,79
102499,2027-07-16 07:37:00,2027-07-14 18:37:00,18:37:00,Mumbai,318,ROBBERY,79,M,Knife,Fire Accident,1,No,,2027,7,Wednesday,0
102500,2027-11-28 15:48:00,2027-11-27 06:48:00,06:48:00,Chennai,311,SEXUAL ASSAULT,62,M,Explosives,Other Crime,1,No,,2027,11,Saturday,0
102501,2027-05-24 10:33:00,2027-05-22 22:33:00,22:33:00,Ahmedabad,535,FRAUD,28,M,Other,Other Crime,7,Yes,2027-08-11 10:33:00,2027,5,Saturday,80
102502,2027-12-28 03:33:00,2027-12-26 18:33:00,18:33:00,Thane,577,SEXUAL ASSAULT,22,M,Blunt Object,Traffic Fatality,26,No,,2027,12,Sunday,0
102503,2027-06-19 18:29:00,2027-06-17 09:29:00,09:29:00,Kanpur,536,EXTORTION,54,M,Other,Traffic Fatality,10,Yes,2027-07-20 18:29:00,2027,6,Thursday,33
102504,2027-03-16 21:06:00,2027-03-14 05:06:00,05:06:00,Kanpur,584,IDENTITY THEFT,20,F,Firearm,Violent Crime,17,Yes,2027-03-19 21:06:00,2027,3,Sunday,5
102505,2027-10-18 03:26:00,2027-10-16 16:26:00,16:26:00,Srinagar,481,ASSAULT,37,F,Other,Other Crime,22,Yes,2027-11-13 03:26:00,2027,10,Saturday,27
102506,2027-05-08 00:50:00,2027-05-06 14:50:00,14:50:00,Meerut,220,HOMICIDE,23,F,Blunt Object,Traffic Fatality,2,Yes,2027-06-27 00:50:00,2027,5,Thursday,51
102507,2027-02-05 00:52:00,2027-02-04 20:52:00,20:52:00,Lucknow,434,EXTORTION,32,M,Other,Violent Crime,9,Yes,2027-02-21 00:52:00,2027,2,Thursday,16
102508,2027-10-04 16:41:00,2027-10-02 11:41:00,11:41:00,Faridabad,468,IDENTITY THEFT,45,F,Knife,Violent Crime,27,Yes,2027-10-12 16:41:00,2027,10,Saturday,10
102509,2027-10-15 16:49:00,2027-10-13 10:49:00,10:49:00,Kanpur,253,SEXUAL ASSAULT,79,M,Knife,Fire Accident,16,Yes,2027-12-16 16:49:00,2027,10,Wednesday,64
102510,2027-12-17 00:21:00,2027-12-15 02:21:00,02:21:00,Agra,592,PUBLIC INTOXICATION,26,F,Other,Fire Accident,23,No,,2027,12,Wednesday,0
102511,2027-06-16 23:59:00,2027-06-14 23:59:00,23:59:00,Faridabad,210,HOMICIDE,16,F,Blunt Object,Violent Crime,5,No,,2027,6,Monday,0
102512,2027-08-08 16:19:00,2027-08-06 04:19:00,04:19:00,Hyderabad,174,SEXUAL ASSAULT,64,M,Poison,Fire Accident,13,Yes,2027-10-15 16:19:00,2027,8,Friday,70
102513,2027-07-04 07:25:00,2027-07-02 10:25:00,10:25:00,Pune,268,SEXUAL ASSAULT,29,M,Unknown,Violent Crime,1,No,,2027,7,Friday,0
102514,2027-10-15 07:17:00,2027-10-13 11:17:00,11:17:00,Thane,312,VANDALISM,37,F,Poison,Fire Accident,24,Yes,2027-11-09 07:17:00,2027,10,Wednesday,26
102515,2027-01-11 03:43:00,2027-01-08 14:43:00,14:43:00,Pune,229,BURGLARY,23,M,Blunt Object,Fire Accident,18,Yes,2027-03-30 03:43:00,2027,1,Friday,80
102516,2027-12-14 09:09:00,2027-12-12 16:09:00,16:09:00,Kalyan,273,VEHICLE - STOLEN,13,M,Knife,Traffic Fatality,9,No,,2027,12,Sunday,0
102517,2027-05-17 19:01:00,2027-05-16 17:01:00,17:01:00,Bangalore,464,KIDNAPPING,30,F,Explosives,Other Crime,25,No,,2027,5,Sunday,0
102518,2027-01-19 22:37:00,2027-01-18 20:37:00,20:37:00,Chennai,298,DRUG OFFENSE,56,F,Explosives,Violent Crime,28,No,,2027,1,Monday,0
102519,2027-09-23 08:56:00,2027-09-22 20:56:00,20:56:00,Kolkata,379,COUNTERFEITING,24,M,Poison,Fire Accident,26,Yes,2027-11-04 08:56:00,2027,9,Wednesday,42
102520,2027-01-05 03:16:00,2027-01-02 20:16:00,20:16:00,Ahmedabad,204,ASSAULT,57,F,Other,Traffic Fatality,5,Yes,2027-02-20 03:16:00,2027,1,Saturday,48
102521,2027-08-18 18:50:00,2027-08-16 20:50:00,20:50:00,Faridabad,440,DOMESTIC VIOLENCE,58,M,Unknown,Other Crime,24,Yes,2027-08-22 18:50:00,2027,8,Monday,5
102522,2027-12-14 15:51:00,2027-12-11 20:51:00,20:51:00,Rajkot,225,ASSAULT,73,M,Other,Other Crime,2,Yes,2027-12-21 15:51:00,2027,12,Saturday,9
102523,2027-08-04 04:57:00,2027-08-02 23:57:00,23:57:00,Meerut,312,COUNTERFEITING,49,M,Poison,Violent Crime,6,Yes,2027-09-29 04:57:00,2027,8,Monday,57
102524,2027-12-19 06:31:00,2027-12-17 17:31:00,17:31:00,Kolkata,378,PUBLIC INTOXICATION,28,M,Explosives,Fire Accident,18,Yes,2028-01-15 06:31:00,2027,12,Friday,28
102525,2027-06-08 20:48:00,2027-06-06 06:48:00,06:48:00,Hyderabad,109,TRAFFIC VIOLATION,30,M,Knife,Other Crime,26,No,,2027,6,Sunday,0
102526,2027-11-16 05:54:00,2027-11-14 07:54:00,07:54:00,Indore,153,TRAFFIC VIOLATION,31,F,Knife,Other Crime,12,No,,2027,11,Sunday,0
102527,2027-08-04 23:08:00,2027-08-03 02:08:00,02:08:00,Lucknow,455,DOMESTIC VIOLENCE,50,M,Knife,Violent Crime,13,Yes,2027-11-01 23:08:00,2027,8,Tuesday,90
102528,2027-08-14 14:58:00,2027-08-12 13:58:00,13:58:00,Surat,346,DRUG OFFENSE,71,M,Blunt Object,Traffic Fatality,4,No,,2027,8,Thursday,0
